,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资所收到的现金,取得投资收益所收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加:期初现金及现金等价物余额,六、期末现金及现金等价物余额,净利润,少数股东权益,未确认的投资损失,资产减值准备,固定资产折旧、油气资产折耗、生产性物资折旧,无形资产摊销,长期待摊费用摊销,待摊费用的减少,预提费用的增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,递延收益增加（减：减少）,预计负债,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,已完工尚未结算款的减少(减:增加),已结算尚未完工款的增加(减:减少),其他,经营活动产生现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,现金及现金等价物的净增加额,stock_code
2010-06-30,"2,633,869.80","9,630.60","29,402.95","2,672,903.35","1,672,375.33","193,860.60","168,477.21","219,064.11","2,253,777.25","419,126.10",--,10.86,2.30,--,--,13.16,"33,782.18","174,315.22",--,--,"208,097.40","-208,084.24",578.74,--,"99,370.20",--,--,"99,948.94","99,370.20","9,550.20",--,--,"108,920.40","-8,971.46",-366.23,"201,704.18","757,572.65","959,276.82","135,647.44",--,--,"3,161.21","19,469.68",825.42,38.81,--,--,71.76,--,--,--,--,"1,010.09","-9,378.14",84.51,-10.60,"-40,432.46","-205,765.80","514,404.17",--,--,--,"419,126.10",--,--,--,"959,276.82","757,572.65",--,--,"201,704.18",600690
2010-03-31,"1,157,177.65","7,079.61","7,808.80","1,172,066.05","623,259.02","102,881.17","41,961.68","191,050.03","959,151.89","212,914.16",--,--,159.98,--,--,159.98,"19,457.30","170,683.08",--,--,"190,140.38","-189,980.41",--,--,--,--,--,--,--,882.13,--,--,882.13,-882.13,-40.93,"22,010.69","757,572.65","779,583.34",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"779,583.34","757,572.65",--,--,"22,010.69",600690
2011-12-31,"5,955,533.39","29,991.34","59,691.45","6,045,216.18","3,844,830.86","513,902.22","372,414.72","693,400.49","5,424,548.30","620,667.88","5,056.90",483.86,321.64,--,--,"5,862.40","158,431.64","298,633.57",--,--,"457,065.21","-451,202.82","17,712.22",--,"205,433.27",--,--,"223,145.50","95,503.61","51,484.66",--,632.43,"147,620.69","75,524.80","-6,613.02","238,376.85","997,649.98","1,236,026.83","364,766.27",--,--,"15,757.04","57,750.07","3,630.07",455.44,--,--,132.73,--,--,--,--,"5,238.72","-42,076.49","-17,489.20",-43.06,"-195,155.73","-192,042.46","620,173.27",--,--,-428.80,"620,667.88",--,--,--,"1,236,026.83","997,649.98",--,--,"238,376.85",600690
2011-09-30,"4,516,323.09","30,276.37","37,091.43","4,583,690.89","2,574,555.33","375,646.13","351,105.11","656,189.28","3,957,495.85","626,195.04","4,609.59",396.13,607.80,--,--,"5,613.52","100,270.21","46,620.64","144,946.20",--,"291,837.05","-286,223.54","10,567.20",--,"37,905.00","87,443.85",--,"135,916.05","17,212.62","23,830.23",--,"50,278.64","91,321.49","44,594.56","-3,918.57","380,647.49","996,228.87","1,376,876.36",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2011-06-30,"3,443,220.51","15,611.99","20,051.63","3,478,884.13","2,144,697.19","290,484.95","219,173.98","366,416.14","3,020,772.27","458,111.87",--,379.27,607.80,--,--,987.08,"60,507.51",--,"121,556.20",--,"182,063.71","-181,076.63","8,668.05",--,"1,000.00",--,--,"9,668.05","9,912.62","8,116.76",--,"36,418.64","54,448.02","-44,779.97","-1,551.44","230,703.83","996,228.87","1,226,932.70","199,003.16",--,--,"5,444.83","28,048.44","2,328.33",113.95,--,--,38.05,--,--,--,--,"1,501.68","-21,086.53","-9,015.08",--,"-12,746.06","-287,739.52","558,431.77",--,--,"-6,211.16","458,111.87",--,--,--,"1,226,932.70","996,228.87",--,--,"230,703.83",600690
2011-03-31,"1,265,168.41","5,441.32","10,286.13","1,280,895.87","684,909.04","118,977.84","65,948.37","189,739.08","1,059,574.34","221,321.52",--,1.08,44.22,--,--,45.30,"36,633.76",--,--,--,"36,633.76","-36,588.46","2,633.84",--,--,--,--,"2,633.84",412.62,"3,428.08",--,--,"3,840.70","-1,206.86",-924.23,"182,601.96","962,920.95","1,145,522.91",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,145,522.91","962,920.95",--,--,"182,601.96",600690
2012-12-31,"6,450,472.17","29,628.98","42,408.13","6,522,509.28","4,186,411.69","561,351.49","494,278.03","728,588.89","5,970,630.09","551,879.19",--,"4,199.97",452.38,--,--,"4,652.36","122,799.52",--,--,--,"122,799.52","-118,147.17","18,485.69",--,"116,517.55",--,"43,860.00","178,863.24","116,839.34","108,877.47",--,--,"225,716.81","-46,853.57",-890.51,"385,987.94","1,236,208.63","1,622,196.57","436,061.06",--,--,"19,988.08","62,763.75","2,374.72","1,178.54",--,--,503.87,--,--,--,--,"11,576.59","-54,258.65","-14,490.30",339.51,"-123,828.05","-378,216.30","575,158.06",--,--,"12,728.32","551,879.19",--,--,--,"1,622,196.57","1,236,208.63",--,--,"385,987.94",600690
2012-09-30,"4,402,512.17","30,973.91","40,317.94","4,473,804.02","2,722,157.45","431,745.14","317,820.34","512,742.46","3,984,465.39","489,338.63",--,"3,938.10",61.11,--,--,"3,999.21","91,339.75","10,000.00",30.00,--,"101,369.75","-97,370.54","8,428.49",--,"33,590.52",--,--,"42,019.01","39,283.50","109,952.27",--,--,"149,235.77","-107,216.76",147.79,"284,899.12","1,236,208.63","1,521,107.75",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2012-06-30,"2,955,426.01","20,222.42","21,594.51","2,997,242.95","1,783,619.70","291,515.69","213,737.70","369,817.63","2,658,690.73","338,552.22",--,"2,243.61",61.11,--,--,"2,304.72","60,704.37",--,--,--,"60,704.37","-58,399.65","5,575.92",--,"2,661.40",--,--,"8,237.32","2,500.00","79,764.40",--,--,"82,264.40","-74,027.08","1,601.89","207,727.38","1,236,208.63","1,443,936.01","239,481.37",--,--,"2,167.32","27,689.08",697.57,776.78,--,--,-76.34,--,--,--,--,"7,092.96","-29,279.20","-2,426.27",--,"133,350.25","-43,227.95","2,382.19",--,--,-75.54,"338,552.22",--,--,--,"1,443,936.01","1,236,208.63",--,--,"207,727.38",600690
2012-03-31,"1,741,589.59","13,662.02","2,670.00","1,757,921.61","1,173,843.16","155,587.89","82,628.62","188,472.14","1,600,531.82","157,389.79",--,61.54,--,--,--,61.54,"26,610.36",--,--,--,"26,610.36","-26,548.82","6,550.10",--,--,--,--,"6,550.10",300.00,"5,086.02",--,--,"5,386.02","1,164.08",82.19,"132,087.23","1,236,542.68","1,368,629.91",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2013-12-31,"7,929,292.84","38,784.52","43,860.96","8,011,938.32","5,391,814.86","640,208.79","522,274.50","806,607.23","7,360,905.37","651,032.94","4,988.00","81,693.65","36,046.99",--,"1,905.10","124,633.74","175,126.10","87,076.14",--,--,"262,202.24","-137,568.50","38,102.40",--,"137,881.57",--,--,"175,983.97","129,379.80","139,067.32",--,--,"268,447.12","-92,463.15","-2,686.57","418,314.72","1,622,196.57","2,040,511.29","555,128.11",--,--,"21,741.46","64,712.44","2,213.48","2,113.78",--,--,"-31,985.88",--,--,--,--,"10,546.76","-62,187.36","-17,118.51",153.45,"2,857.70","-573,362.14","665,223.25",--,--,"10,996.41","651,032.94",--,--,--,"2,040,511.29","1,622,196.57",--,--,"418,314.72",600690
2013-09-30,"5,859,455.02","26,685.60","43,154.03","5,929,294.65","3,817,858.82","464,393.50","401,000.08","743,727.20","5,426,979.60","502,315.05","4,988.00","1,690.96","35,727.99",--,--,"42,406.95","117,121.79","1,649.69",--,"1,150.00","119,921.47","-77,514.52","13,580.78",--,"32,211.60",--,--,"45,792.38","30,025.40","111,765.60",--,786.25,"142,577.25","-96,784.88","-1,712.22","326,303.43","1,622,196.57","1,948,499.99",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2013-06-30,"3,721,879.63","24,686.04","20,083.57","3,766,649.23","2,385,088.99","313,406.35","291,019.51","433,599.51","3,423,114.36","343,534.87","4,988.00",--,246.09,--,--,"5,234.09","60,516.92",650.00,--,"1,150.00","62,316.92","-57,082.83","10,483.00",--,"1,800.00",--,--,"12,283.00","2,480.00","101,814.85",--,786.25,"105,081.11","-92,798.10","-1,465.06","192,188.88","1,622,196.57","1,814,385.44","270,153.80",--,--,"12,316.24","29,849.87","4,623.77",620.12,--,--,387.13,--,--,--,--,"4,164.96","-29,651.73","-7,616.11",40.73,"170,573.54","-385,227.66","266,514.73",--,--,"6,785.46","343,534.87",--,--,--,"1,814,385.44","1,622,196.57",--,--,"192,188.88",600690
2013-03-31,"1,859,057.78","10,065.54","11,269.14","1,880,392.47","1,230,981.03","167,185.90","77,323.66","234,278.45","1,709,769.04","170,623.43",--,--,7.25,--,--,7.25,"17,257.94",--,--,--,"17,257.94","-17,250.69","7,665.16",--,616.15,--,--,"8,281.30",--,467.00,--,--,467.00,"7,814.30",-620.87,"160,566.17","1,622,196.57","1,782,762.74",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2014-12-31,"9,121,678.61","30,581.13","66,209.03","9,218,468.76","6,424,623.93","693,522.34","552,398.58","847,265.88","8,517,810.73","700,658.04",464.64,"7,023.63","9,668.79","40,464.97","4,308.42","61,930.45","200,543.18","186,494.88",--,--,"387,038.06","-325,107.61","507,557.06","164,906.32","126,866.03","105,502.35",--,"739,925.44","148,303.88","146,829.06","13,865.78","8,859.81","303,992.75","435,932.69",302.94,"811,786.06","2,042,107.71","2,853,893.77","669,226.22",--,--,"18,991.37","70,540.26","4,791.24","2,953.41",--,--,"-5,346.08",--,--,--,--,"12,872.96","-123,747.58","1,093.89",-103.24,"-77,290.15","-132,993.98","244,776.84",--,--,"14,892.88","700,658.04",--,--,--,"2,853,893.77","2,042,107.71",--,--,"811,786.06",600690
2014-09-30,"6,880,195.67","29,672.98","31,083.28","6,940,951.93","4,773,465.13","481,104.69","415,601.61","728,138.14","6,398,309.57","542,642.36",439.96,"3,164.02","6,038.36","40,464.97",--,"50,107.31","152,863.23","30,095.15",--,--,"182,958.38","-132,851.06","488,826.57","162,637.74","152,029.90",--,--,"640,856.47","70,477.84","140,808.68",--,"4,969.84","216,256.37","424,600.10",892.48,"835,283.87","2,042,108.65","2,877,392.52",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2014-06-30,"4,516,664.85","18,346.38","17,486.45","4,552,497.68","3,116,877.76","353,360.69","295,992.58","412,936.91","4,179,167.95","373,329.73",439.96,400.00,"6,038.36",--,--,"6,878.32","101,234.14","27,976.87",--,--,"129,211.00","-122,332.68","161,805.17",--,"129,093.69",--,--,"290,898.86","37,492.28","125,817.82",--,--,"163,310.11","127,588.76","1,448.01","380,033.82","2,042,107.71","2,422,141.53","329,650.22",--,--,"7,330.98","33,173.34","1,144.71",849.54,--,--,"-7,139.35",--,--,--,--,"6,344.48","-31,426.96","1,218.26",752.65,"123,894.92","-246,194.87","152,773.74",--,--,958.07,"373,329.73",--,--,--,"2,422,141.53","2,042,107.71",--,--,"380,033.82",600690
2014-03-31,"2,239,783.24","12,825.51","16,093.01","2,268,701.76","1,553,205.27","177,414.19","111,236.82","247,759.05","2,089,615.32","179,086.44",12.00,400.00,--,--,--,412.00,"57,708.28","4,336.50",--,--,"62,044.78","-61,632.78","124,006.22",--,"104,197.34",--,--,"228,203.55","2,786.52",102.56,--,--,"2,889.07","225,314.48","1,371.56","344,139.70","2,040,511.29","2,384,650.99",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2015-12-31,"11,086,908.89","61,221.79","98,500.81","11,246,631.48","8,116,199.15","786,449.74","727,243.54","1,058,778.99","10,688,671.42","557,960.06","105,300.87","10,813.48","1,120.85","49,809.99","1,097.25","168,142.44","249,174.10","370,921.91","567,226.63","8,160.17","1,195,482.81","-1,027,340.37","34,247.91",--,"660,348.92",--,"1,706.32","696,303.16","693,999.03","176,420.92",--,"15,444.28","885,864.23","-189,561.07","15,192.06","-643,749.32","3,112,031.97","2,468,282.65","592,208.95",--,--,"31,801.16","95,447.23","5,439.10","4,469.51",--,--,"-1,030.33",--,"9,022.31",--,--,"11,925.64","-132,030.22","-5,873.64","-1,238.90","37,258.38","449,080.68","-518,305.42",--,--,"-20,214.40","557,960.06","78,944.54",--,"2,423.26","2,468,282.65","3,112,031.97",--,--,"-643,749.32",600690
2015-09-30,"6,996,467.38","29,906.77","58,497.63","7,084,871.79","5,140,689.78","532,996.09","507,863.10","767,975.18","6,949,524.15","135,347.63","62,070.52","10,416.31","4,646.22","19,550.00","1,131.25","97,814.30","150,149.93","316,516.94","32,778.73","6,779.21","506,224.81","-408,410.51","29,270.10",--,"89,725.83",--,--,"118,995.93","98,558.80","167,490.48",--,"16,989.80","283,039.09","-164,043.16","5,640.72","-431,465.32","2,853,893.77","2,422,428.45",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2015-06-30,"4,265,299.53","17,007.53","34,064.10","4,316,371.16","3,027,721.04","377,094.62","358,000.47","388,987.24","4,151,803.37","164,567.79","50,846.27","10,462.26","4,571.35","1,050.00",351.25,"67,281.13","95,575.73","295,735.36","32,778.73","6,779.21","430,869.03","-363,587.90","4,195.34",--,"70,035.74",--,--,"74,231.08","70,125.74","2,583.29",--,"1,116.84","73,825.86",405.22,-321.50,"-198,936.39","2,853,893.77","2,654,957.37","330,016.57",--,--,"14,832.53","34,671.41","1,323.63","1,494.82",--,--,"-3,044.63",--,--,--,--,"6,437.36","-46,815.98","-11,225.57",-0.42,"121,871.35","-62,439.51","-228,034.84",--,--,"5,481.06","164,567.79",--,--,--,"2,654,957.37","2,853,893.77",--,--,"-198,936.39",600690
2015-03-31,"2,325,770.43","13,974.23","27,698.43","2,367,443.08","1,571,755.13","196,466.01","165,580.46","251,338.39","2,185,140.00","182,303.08",--,637.44,--,--,--,637.44,"56,213.07","166,382.14",--,--,"222,595.21","-221,957.77","1,589.55",--,"73,010.56",--,--,"74,600.11","7,010.00","1,194.64",--,--,"8,204.64","66,395.47",183.33,"26,924.11","2,853,893.77","2,880,817.88",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2016-12-31,"13,653,655.24","79,896.46","123,376.66","13,856,928.35","10,131,180.50","1,213,105.99","634,810.27","1,072,361.13","13,051,457.89","805,470.46","68,220.06","13,052.93","26,093.23","4,113.36","1,004.25","112,483.83","259,798.94","144,879.09","3,664,735.08","2,713.61","4,072,126.72","-3,959,642.90","9,418.29",--,"4,344,624.79",--,--,"4,354,043.08","1,168,505.46","180,704.48",--,"22,328.23","1,371,538.17","2,982,504.90","20,972.42","-150,695.11","2,472,458.57","2,321,763.46","669,133.43",--,--,"49,054.84","214,955.83","24,132.55","3,284.37",--,--,306.43,--,"-9,464.81",--,--,"78,904.85","-161,971.74","-39,812.06","57,110.68","-165,957.89","-302,917.28","425,028.46",--,--,"-36,317.20","805,470.46",--,"122,322.01",--,"2,321,763.46","2,472,458.57",--,--,"-150,695.11",600690
2016-09-30,"9,000,265.26","49,318.44","65,077.68","9,114,661.39","6,445,071.67","776,752.56","514,978.62","884,420.30","8,621,223.16","493,438.23","58,046.92","13,288.89","2,608.55",--,369.38,"74,313.75","203,873.12","120,153.96","3,639,858.85",386.12,"3,964,272.05","-3,889,958.30","1,083.98",--,"3,714,730.23",--,--,"3,715,814.21","608,003.56","176,725.93",--,"16,874.05","801,603.54","2,914,210.67","-5,654.25","-487,963.66","2,472,458.57","1,984,494.91",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2016-06-30,"4,901,670.50","32,468.12","44,176.24","4,978,314.85","3,101,753.31","455,584.88","399,343.26","546,177.76","4,502,859.21","475,455.64","53,793.11","4,527.87","2,423.81",--,369.38,"61,114.18","102,005.42","42,418.76","3,616,170.05",396.84,"3,760,991.06","-3,699,876.89","1,690.01",--,"3,131,500.67",--,--,"3,133,190.67","163,690.79","12,397.07",--,"13,006.80","189,094.67","2,944,096.01","-2,581.83","-282,907.07","2,472,458.57","2,189,551.50","397,184.22",--,--,"19,618.67","67,137.29","5,139.55","1,641.41",--,--,"-16,768.07",--,"18,225.82",--,--,"19,715.90","-102,919.38","-2,972.89","7,516.80","58,685.66","2,449.79","-1,409.10",--,--,"2,209.98","475,455.64",--,--,--,"2,189,551.50","2,472,458.57",--,--,"-282,907.07",600690
2016-03-31,"2,337,841.37","16,173.86","25,692.22","2,379,707.45","1,681,372.58","231,364.37","96,506.18","265,840.61","2,275,083.74","104,623.71","19,422.57","2,503.57",338.71,--,"1,112.32","23,377.17","49,044.75","14,266.97",--,18.27,"63,329.99","-39,952.82",770.53,--,"180,550.70",--,--,"181,321.23","158,698.28",830.01,--,"12,899.29","172,427.58","8,893.66","1,098.85","74,663.39","2,472,458.57","2,547,121.96",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600690
2017-12-31,"16,324,396.63","113,815.68","109,786.97","16,547,999.28","11,134,250.99","1,632,864.22","783,517.89","1,388,707.38","14,939,340.48","1,608,658.80","27,540.59","28,204.58","19,127.04","2,362.07","19,173.04","96,407.33","396,716.09","256,639.86","5,233.44",--,"658,589.39","-562,182.06","137,998.98",--,"1,869,464.01","679,600.00",--,"2,687,062.99","2,292,211.35","289,896.96",--,"12,666.00","2,594,774.31","92,288.68","-34,288.01","1,104,477.41","2,329,523.94","3,434,001.36","905,164.92",--,--,"65,591.69","240,467.33","33,455.52","3,670.68",--,--,"9,093.62",--,"-61,407.13",--,--,"121,433.55","-148,180.01","-32,998.36","15,956.93","-672,679.20","69,435.16","1,018,855.89",--,--,"40,798.21","1,608,658.80","122,322.01",--,--,"3,434,001.36","2,329,523.94",--,--,"1,104,477.41",600690
